geneID	sampleID	pValue	padjust	zScore	l2fc	rawcounts	meanRawcounts	normcounts	meanCorrected	theta	aberrant	AberrantBySample	AberrantByGene	padj_rank
ENSG00000000138	S02.tsv	0.246050525649686	1	-1.22	-0.73	5	8.7	4.7	8.41	415.3	FALSE	1	0	601.5
ENSG00000000138	S03.tsv	0.533873423612845	1	-0.65	-0.43	6	8.7	5.98	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S04.tsv	0.709519062961102	1	-0.38	-0.29	7	8.7	6.71	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S05.tsv	1	1	0.21	0.02	6	8.7	8.55	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S06.tsv	1	1	0.15	-0.01	11	8.7	8.34	8.41	415.3	FALSE	0	0	601
ENSG00000000138	S07.tsv	0.71059096821017	1	0.57	0.21	9	8.7	9.92	8.41	415.3	FALSE	1	0	601.5
ENSG00000000138	S08.tsv	0.563773228937992	1	-0.78	-0.49	4	8.7	5.56	8.41	415.3	FALSE	1	0	601.5
ENSG00000000138	S09.tsv	0.755454494852068	1	-0.27	-0.23	9	8.7	7.07	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S10.tsv	0.503881788834759	1	0.74	0.31	12	8.7	10.58	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S11.tsv	0.854972653050655	1	0.41	0.13	9	8.7	9.28	8.41	415.3	FALSE	1	0	601.5
ENSG00000000138	S12.tsv	0.956577301710228	1	0.27	0.06	12	8.7	8.77	8.41	415.3	FALSE	0	0	601
ENSG00000000138	S13.tsv	0.533734169531207	1	-0.47	-0.33	10	8.7	6.52	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S14.tsv	0.11575823808526	1	-2.21	-1.25	2	8.7	2.74	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S15.tsv	1	1	0.02	-0.08	11	8.7	7.93	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S16.tsv	0.0645586160846195	1	1.44	0.67	18	8.7	13.83	8.41	415.3	FALSE	1	0	601.5
ENSG00000000138	S17.tsv	1	1	0.17	0	6	8.7	8.4	8.41	415.3	FALSE	0	0	601
ENSG00000000138	S18.tsv	0.47973118875932	1	-1.04	-0.63	3	8.7	4.84	8.41	415.3	FALSE	0	0	601
ENSG00000000138	S19.tsv	0.12730586536179	1	1.44	0.67	12	8.7	14.03	8.41	415.3	FALSE	1	0	602
ENSG00000000138	S20.tsv	0.383395778502482	1	0.94	0.41	11	8.7	11.46	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S21.tsv	0.578552958040344	1	-0.42	-0.31	10	8.7	6.65	8.41	415.3	FALSE	0	0	601
ENSG00000000138	S22.tsv	0.915227691704124	1	0.33	0.09	10	8.7	8.98	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S23.tsv	0.861714513418594	1	0.39	0.12	10	8.7	9.19	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S24.tsv	0.61752881190087	1	-0.61	-0.41	5	8.7	6.04	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S25.tsv	0.372587038084942	1	0.92	0.4	12	8.7	11.36	8.41	415.3	FALSE	1	0	601.5
ENSG00000000138	S26.tsv	0.132103845934634	1	1.59	0.75	9	8.7	15.27	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S27.tsv	0.0426567095443603	1	1.74	0.83	14	8.7	15.8	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S28.tsv	0.631233448776215	1	-0.37	-0.28	10	8.7	6.8	8.41	415.3	FALSE	1	0	601
ENSG00000000138	S29.tsv	0.0719244172566289	1	-2.46	-1.37	2	8.7	2.48	8.41	415.3	FALSE	1	0	601.5
ENSG00000000138	S30.tsv	0.617133006813829	1	-0.61	-0.41	5	8.7	6.04	8.41	415.3	FALSE	1	0	601
ENSG00000000139	S01.tsv	0.568252858409218	1	0.62	0.18	50	39.83	44.27	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S02.tsv	0.375175487818383	1	0.91	0.29	47	39.83	47.84	38.8	26.93	FALSE	1	0	601.5
ENSG00000000139	S03.tsv	0.113198805855176	1	-1.64	-0.66	26	39.83	24.22	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S04.tsv	0.968343354425985	1	-0.02	-0.06	39	39.83	37.36	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S05.tsv	0.310841408546554	1	-1.07	-0.45	24	39.83	28.14	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S06.tsv	0.604304099594326	1	0.56	0.16	59	39.83	43.52	38.8	26.93	FALSE	0	0	601
ENSG00000000139	S07.tsv	0.249927655129783	1	1.11	0.37	57	39.83	50.38	38.8	26.93	FALSE	1	0	601.5
ENSG00000000139	S08.tsv	0.132841276317286	1	1.51	0.52	39	39.83	56.31	38.8	26.93	FALSE	1	0	601.5
ENSG00000000139	S09.tsv	0.594741648884514	1	0.58	0.17	50	39.83	43.86	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S10.tsv	0.949142604736349	1	-0.04	-0.06	43	39.83	37.21	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S11.tsv	0.88863534581033	1	-0.11	-0.09	44	39.83	36.53	38.8	26.93	FALSE	1	0	601.5
ENSG00000000139	S12.tsv	0.788120316727501	1	0.35	0.08	52	39.83	41.17	38.8	26.93	FALSE	0	0	601
ENSG00000000139	S13.tsv	0.339963068106899	1	0.94	0.3	57	39.83	48.16	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S14.tsv	0.247662788327585	1	1.16	0.39	44	39.83	51.23	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S15.tsv	0.666222247368509	1	0.47	0.13	64	39.83	42.59	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S16.tsv	0.132594821204217	1	1.38	0.47	64	39.83	54.18	38.8	26.93	FALSE	1	0	601.5
ENSG00000000139	S17.tsv	0.631909707765937	1	-0.54	-0.25	21	39.83	32.4	38.8	26.93	FALSE	0	0	601
ENSG00000000139	S18.tsv	0.549014475954989	1	-0.66	-0.3	22	39.83	31.4	38.8	26.93	FALSE	0	0	601
ENSG00000000139	S19.tsv	0.254628465265437	1	1.17	0.39	41	39.83	51.27	38.8	26.93	FALSE	1	0	602
ENSG00000000139	S20.tsv	0.718297197544402	1	0.45	0.12	38	39.83	42.41	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S21.tsv	0.840109483682952	1	-0.16	-0.11	44	39.83	35.98	38.8	26.93	FALSE	0	0	601
ENSG00000000139	S22.tsv	0.302348875440666	1	-1.06	-0.44	27	39.83	28.3	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S23.tsv	0.0780740375872384	1	-1.92	-0.77	21	39.83	22.4	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S24.tsv	0.672570466778302	1	-0.44	-0.21	26	39.83	33.33	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S25.tsv	0.0654125243703026	1	-1.98	-0.79	22	39.83	22.03	38.8	26.93	FALSE	1	0	601.5
ENSG00000000139	S26.tsv	0.757448993365681	1	-0.33	-0.17	26	39.83	34.39	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S27.tsv	0.428519769738235	1	-0.8	-0.35	28	39.83	30.29	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S28.tsv	0.240860406375698	1	-1.1	-0.46	39	39.83	28.04	38.8	26.93	FALSE	1	0	601
ENSG00000000139	S29.tsv	0.181392509852002	1	1.29	0.44	51	39.83	52.94	38.8	26.93	FALSE	1	0	601.5
ENSG00000000139	S30.tsv	0.526063461790244	1	-0.63	-0.28	30	39.83	31.73	38.8	26.93	FALSE	1	0	601
ENSG00000000140	S01.tsv	0.822029165292924	1	-0.34	-0.18	10	13.6	11.45	13.04	1000	FALSE	1	0	601
ENSG00000000140	S02.tsv	0.0680694496997376	1	1.88	0.64	19	13.6	21.03	13.04	1000	FALSE	1	0	601.5
ENSG00000000140	S03.tsv	1	1	0.17	0.01	15	13.6	13.21	13.04	1000	FALSE	1	0	601
ENSG00000000140	S04.tsv	0.51033576994231	1	-0.85	-0.36	9	13.6	9.92	13.04	1000	FALSE	1	0	601
ENSG00000000140	S05.tsv	0.546671788199481	1	-0.74	-0.32	10	13.6	10.25	13.04	1000	FALSE	1	0	601
ENSG00000000140	S06.tsv	0.958550063132075	1	0.22	0.03	27	13.6	13.38	13.04	1000	FALSE	0	0	601
ENSG00000000140	S07.tsv	0.701596809232778	1	0.6	0.17	15	13.6	14.82	13.04	1000	FALSE	1	0	601.5
ENSG00000000140	S08.tsv	0.613827344432011	1	-0.87	-0.37	6	13.6	9.74	13.04	1000	FALSE	1	0	601.5
ENSG00000000140	S09.tsv	0.89367468441289	1	-0.13	-0.1	16	13.6	12.16	13.04	1000	FALSE	1	0	601
ENSG00000000140	S10.tsv	0.92704492926849	1	-0.15	-0.11	12	13.6	12.08	13.04	1000	FALSE	1	0	601
ENSG00000000140	S11.tsv	0.572387158299428	1	0.68	0.2	21	13.6	15.11	13.04	1000	FALSE	1	0	601.5
ENSG00000000140	S12.tsv	0.316272911747515	1	1.03	0.33	22	13.6	16.64	13.04	1000	FALSE	0	0	601
ENSG00000000140	S13.tsv	0.592329991936621	1	-0.49	-0.23	16	13.6	11.04	13.04	1000	FALSE	1	0	601
ENSG00000000140	S14.tsv	0.995205789183587	1	-0.06	-0.08	12	13.6	12.37	13.04	1000	FALSE	1	0	601
ENSG00000000140	S15.tsv	0.93467317051854	1	0.28	0.05	19	13.6	13.58	13.04	1000	FALSE	1	0	601
ENSG00000000140	S16.tsv	0.166343008248406	1	-1.54	-0.62	10	13.6	8.24	13.04	1000	FALSE	1	0	601.5
ENSG00000000140	S17.tsv	0.943936956636559	1	-0.26	-0.15	7	13.6	11.64	13.04	1000	FALSE	0	0	601
ENSG00000000140	S18.tsv	0.31665580743344	1	-1.62	-0.65	5	13.6	7.79	13.04	1000	FALSE	0	0	601
ENSG00000000140	S19.tsv	0.00860484320657167	1	2.68	0.93	19	13.6	26.28	13.04	1000	FALSE	1	0	602
ENSG00000000140	S20.tsv	0.49746825698253	1	0.84	0.26	17	13.6	15.85	13.04	1000	FALSE	1	0	601
ENSG00000000140	S21.tsv	0.560963469725901	1	-0.72	-0.32	10	13.6	10.31	13.04	1000	FALSE	0	0	601
ENSG00000000140	S22.tsv	1	1	0.02	-0.04	14	13.6	12.67	13.04	1000	FALSE	1	0	601
ENSG00000000140	S23.tsv	0.920715468769652	1	0.3	0.06	17	13.6	13.68	13.04	1000	FALSE	1	0	601
ENSG00000000140	S24.tsv	0.575612939224869	1	0.85	0.26	12	13.6	15.93	13.04	1000	FALSE	1	0	601
ENSG00000000140	S25.tsv	0.401590049423129	1	-0.99	-0.41	10	13.6	9.58	13.04	1000	FALSE	1	0	601.5
ENSG00000000140	S26.tsv	0.436205382604928	1	-1.12	-0.46	7	13.6	9.13	13.04	1000	FALSE	1	0	601
ENSG00000000140	S27.tsv	0.224643377955304	1	-1.74	-0.69	6	13.6	7.61	13.04	1000	FALSE	1	0	601
ENSG00000000140	S28.tsv	0.527497902404693	1	0.78	0.24	18	13.6	15.57	13.04	1000	FALSE	1	0	601
ENSG00000000140	S29.tsv	0.816000908396603	1	0.45	0.11	15	13.6	14.23	13.04	1000	FALSE	1	0	601.5
ENSG00000000140	S30.tsv	0.584591479764375	1	0.83	0.25	12	13.6	15.87	13.04	1000	FALSE	1	0	601
ENSG00000000141	S01.tsv	0.885877737587658	1	0.28	0.05	34	30.53	30.55	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S02.tsv	0.83072770693019	1	-0.21	-0.13	26	30.53	26.9	29.34	30.89	FALSE	1	0	601.5
ENSG00000000141	S03.tsv	0.0621498094214607	1	1.79	0.6	46	30.53	45.24	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S04.tsv	0.223411253496992	1	-1.31	-0.53	21	30.53	20.16	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S05.tsv	0.575384463079029	1	-0.7	-0.31	15	30.53	23.53	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S06.tsv	0.581204659695259	1	-0.52	-0.24	31	30.53	24.85	29.34	30.89	FALSE	0	0	601
ENSG00000000141	S07.tsv	0.580332279112506	1	0.67	0.19	34	30.53	33.84	29.34	30.89	FALSE	1	0	601.5
ENSG00000000141	S08.tsv	0.342215799332309	1	-1.12	-0.46	16	30.53	21.07	29.34	30.89	FALSE	1	0	601.5
ENSG00000000141	S09.tsv	0.437568195586831	1	-0.76	-0.33	28	30.53	23.31	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S10.tsv	0.162685268763243	1	1.37	0.45	48	30.53	40.48	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S11.tsv	0.684026025806823	1	0.53	0.14	35	30.53	32.6	29.34	30.89	FALSE	1	0	601.5
ENSG00000000141	S12.tsv	0.216167060497224	1	1.17	0.38	61	30.53	38.46	29.34	30.89	FALSE	0	0	601
ENSG00000000141	S13.tsv	0.418562264870718	1	0.87	0.26	43	30.53	35.6	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S14.tsv	0.57421307554464	1	-0.62	-0.28	20	30.53	24.09	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S15.tsv	0.948141993468477	1	-0.04	-0.07	31	30.53	28.11	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S16.tsv	0.338374922547286	1	-0.92	-0.39	31	30.53	22.41	29.34	30.89	FALSE	1	0	601.5
ENSG00000000141	S17.tsv	0.778799094024195	1	-0.38	-0.19	15	30.53	25.62	29.34	30.89	FALSE	0	0	601
ENSG00000000141	S18.tsv	0.899230921497291	1	-0.17	-0.11	19	30.53	27.19	29.34	30.89	FALSE	0	0	601
ENSG00000000141	S19.tsv	0.0789606958923639	1	-2.21	-0.86	12	30.53	15.69	29.34	30.89	FALSE	1	0	602
ENSG00000000141	S20.tsv	0.715324536862972	1	0.49	0.13	34	30.53	32.29	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S21.tsv	0.320101929838349	1	-0.96	-0.4	30	30.53	22.15	29.34	30.89	FALSE	0	0	601
ENSG00000000141	S22.tsv	0.931586215439324	1	0.22	0.03	38	30.53	30.07	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S23.tsv	0.435246393283468	1	-0.79	-0.34	26	30.53	23.16	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S24.tsv	0.0218369185865321	1	2.17	0.74	46	30.53	49.91	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S25.tsv	0.630095018399384	1	0.57	0.15	44	30.53	32.94	29.34	30.89	FALSE	1	0	601.5
ENSG00000000141	S26.tsv	0.704400409071967	1	-0.44	-0.21	19	30.53	25.29	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S27.tsv	0.447884831771802	1	0.96	0.3	23	30.53	36.59	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S28.tsv	0.331478299767848	1	1.03	0.32	39	30.53	37.2	29.34	30.89	FALSE	1	0	601
ENSG00000000141	S29.tsv	0.960902745030981	1	0.19	0.02	29	30.53	29.91	29.34	30.89	FALSE	1	0	601.5
ENSG00000000141	S30.tsv	0.286773219015957	1	-1.13	-0.46	22	30.53	21.13	29.34	30.89	FALSE	1	0	601
ENSG00000000142	S01.tsv	0.568384256466581	1	-0.63	-0.2	35	38.07	31.62	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S02.tsv	0.959821893895009	1	0.16	0.02	38	38.07	36.96	36.48	65.08	FALSE	1	0	601.5
ENSG00000000142	S03.tsv	0.579484697994348	1	0.66	0.16	43	38.07	40.78	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S04.tsv	0.510935415722542	1	-0.75	-0.23	32	38.07	30.89	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S05.tsv	0.0434790499258605	1	1.93	0.51	62	38.07	52.29	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S06.tsv	0.204522308551695	1	-1.18	-0.35	56	38.07	28.47	36.48	65.08	FALSE	0	0	601
ENSG00000000142	S07.tsv	0.84863737708923	1	0.29	0.06	43	38.07	37.95	36.48	65.08	FALSE	1	0	601.5
ENSG00000000142	S08.tsv	0.827292662238889	1	0.39	0.08	25	38.07	38.71	36.48	65.08	FALSE	1	0	601.5
ENSG00000000142	S09.tsv	0.481172681423544	1	0.79	0.2	46	38.07	41.88	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S10.tsv	0.112036333708013	1	1.59	0.42	55	38.07	48.92	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S11.tsv	0.184082085982369	1	-1.41	-0.42	36	38.07	27.15	36.48	65.08	FALSE	1	0	601.5
ENSG00000000142	S12.tsv	0.0990716233945312	1	1.6	0.42	61	38.07	49	36.48	65.08	FALSE	0	0	601
ENSG00000000142	S13.tsv	0.998121757119093	1	-0.01	-0.03	47	38.07	35.74	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S14.tsv	1	1	0.02	-0.02	27	38.07	35.98	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S15.tsv	0.572244599582505	1	-0.5	-0.16	63	38.07	32.48	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S16.tsv	0.314842300672072	1	-1.15	-0.34	30	38.07	28.54	36.48	65.08	FALSE	1	0	601.5
ENSG00000000142	S17.tsv	0.717913645065859	1	-0.56	-0.18	19	38.07	31.95	36.48	65.08	FALSE	0	0	601
ENSG00000000142	S18.tsv	0.524629088690799	1	-0.93	-0.28	18	38.07	29.67	36.48	65.08	FALSE	0	0	601
ENSG00000000142	S19.tsv	0.846007477682205	1	-0.3	-0.11	24	38.07	33.71	36.48	65.08	FALSE	1	0	602
ENSG00000000142	S20.tsv	0.531966505669892	1	0.77	0.19	37	38.07	41.67	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S21.tsv	0.167580550378041	1	-1.57	-0.46	29	38.07	26.25	36.48	65.08	FALSE	0	0	601
ENSG00000000142	S22.tsv	0.20731614925863	1	1.43	0.37	38	38.07	47.52	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S23.tsv	0.750326769296441	1	0.44	0.1	38	38.07	39.05	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S24.tsv	0.977967852756248	1	0.17	0.02	24	38.07	37.02	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S25.tsv	0.157470282423832	1	-1.74	-0.51	23	38.07	25.31	36.48	65.08	FALSE	1	0	601.5
ENSG00000000142	S26.tsv	1	1	0.04	-0.01	25	38.07	36.1	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S27.tsv	1	1	0.01	-0.02	40	38.07	35.91	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S28.tsv	0.364078389422212	1	0.91	0.23	64	38.07	42.79	36.48	65.08	FALSE	1	0	601
ENSG00000000142	S29.tsv	0.250724480368253	1	-1.33	-0.39	28	38.07	27.49	36.48	65.08	FALSE	1	0	601.5
ENSG00000000142	S30.tsv	0.471302882462806	1	0.87	0.22	36	38.07	42.58	36.48	65.08	FALSE	1	0	601
ENSG00000000143	S01.tsv	1	1	0.23	0.03	1	1.17	1.05	0.9	1000	FALSE	1	0	601
ENSG00000000143	S02.tsv	0.244412573715111	1	1.93	0.86	3	1.17	2.5	0.9	1000	FALSE	1	0	601.5
ENSG00000000143	S03.tsv	1	1	-0.72	-0.43	0	1.17	0	0.9	1000	FALSE	1	0	601
ENSG00000000143	S04.tsv	1	1	-0.87	-0.5	0	1.17	0	0.9	1000	FALSE	1	0	601
ENSG00000000143	S05.tsv	1	1	-0.82	-0.48	0	1.17	0	0.9	1000	FALSE	1	0	601
ENSG00000000143	S06.tsv	0.604669539701543	1	1.22	0.51	2	1.17	1.82	0.9	1000	FALSE	0	0	601
ENSG00000000143	S07.tsv	1	1	0.63	0.22	1	1.17	1.41	0.9	1000	FALSE	1	0	601.5
ENSG00000000143	S08.tsv	1	1	-1.07	-0.6	0	1.17	0	0.9	1000	FALSE	1	0	601.5
ENSG00000000143	S09.tsv	1	1	-0.41	-0.28	2	1.17	0.76	0.9	1000	FALSE	1	0	601
ENSG00000000143	S10.tsv	0.659402413994901	1	-1.33	-0.73	1	1.17	0.44	0.9	1000	FALSE	1	0	601
ENSG00000000143	S11.tsv	0.72066232006044	1	1	0.41	2	1.17	1.59	0.9	1000	FALSE	1	0	601.5
ENSG00000000143	S12.tsv	0.794440506745963	1	0.68	0.25	4	1.17	1.26	0.9	1000	FALSE	0	0	601
ENSG00000000143	S13.tsv	1	1	0.13	-0.02	1	1.17	0.98	0.9	1000	FALSE	1	0	601
ENSG00000000143	S14.tsv	1	1	-1.07	-0.6	0	1.17	0	0.9	1000	FALSE	1	0	601
ENSG00000000143	S15.tsv	1	1	0.57	0.2	1	1.17	1.35	0.9	1000	FALSE	1	0	601
ENSG00000000143	S16.tsv	0.966217078105663	1	0.56	0.19	2	1.17	1.24	0.9	1000	FALSE	1	0	601.5
ENSG00000000143	S17.tsv	1	1	0.43	0.13	1	1.17	1.21	0.9	1000	FALSE	0	0	601
ENSG00000000143	S18.tsv	0.932135369703665	1	0.78	0.3	1	1.17	1.6	0.9	1000	FALSE	0	0	601
ENSG00000000143	S19.tsv	1	1	-0.78	-0.46	0	1.17	0	0.9	1000	FALSE	1	0	602
ENSG00000000143	S20.tsv	0.820274025195511	1	0.97	0.39	1	1.17	1.9	0.9	1000	FALSE	1	0	601
ENSG00000000143	S21.tsv	1	1	0.12	-0.02	1	1.17	0.97	0.9	1000	FALSE	0	0	601
ENSG00000000143	S22.tsv	0.810499043561862	1	0.84	0.33	2	1.17	1.44	0.9	1000	FALSE	1	0	601
ENSG00000000143	S23.tsv	0.471577301621629	1	-1.72	-0.92	1	1.17	0.36	0.9	1000	FALSE	1	0	601
ENSG00000000143	S24.tsv	0.444167526512601	1	1.42	0.61	3	1.17	1.86	0.9	1000	FALSE	1	0	601
ENSG00000000143	S25.tsv	0.955790774373215	1	-0.51	-0.33	2	1.17	0.73	0.9	1000	FALSE	1	0	601.5
ENSG00000000143	S26.tsv	0.704124447241085	1	1.03	0.42	2	1.17	1.62	0.9	1000	FALSE	1	0	601
ENSG00000000143	S27.tsv	1	1	-0.25	-0.2	0	1.17	0	0.9	1000	FALSE	1	0	601
ENSG00000000143	S28.tsv	1	1	-0.5	-0.33	0	1.17	0	0.9	1000	FALSE	1	0	601
ENSG00000000143	S29.tsv	0.543396700624714	1	-2.31	-1.2	0	1.17	0	0.9	1000	FALSE	1	0	601.5
ENSG00000000143	S30.tsv	1	1	-0.2	-0.18	1	1.17	0.8	0.9	1000	FALSE	1	0	601
ENSG00000000144	S01.tsv	0.903859611379202	1	-0.03	-0.12	12	9.27	8.19	8.82	1000	FALSE	1	0	601
ENSG00000000144	S02.tsv	0.810715973168823	1	-0.16	-0.19	9	9.27	7.71	8.82	1000	FALSE	1	0	601.5
ENSG00000000144	S03.tsv	0.880798944433427	1	0.34	0.09	13	9.27	9.57	8.82	1000	FALSE	1	0	601
ENSG00000000144	S04.tsv	0.882554344202843	1	-0.03	-0.12	13	9.27	8.17	8.82	1000	FALSE	1	0	601
ENSG00000000144	S05.tsv	1	1	0.11	-0.04	6	9.27	8.65	8.82	1000	FALSE	1	0	601
ENSG00000000144	S06.tsv	0.886144041356159	1	-0.05	-0.13	11	9.27	8.08	8.82	1000	FALSE	0	0	601
ENSG00000000144	S07.tsv	0.96871159309196	1	0.29	0.06	10	9.27	9.36	8.82	1000	FALSE	1	0	601.5
ENSG00000000144	S08.tsv	0.0156192619020047	1	-2.81	-1.7	2	9.27	2.04	8.82	1000	FALSE	1	0	601.5
ENSG00000000144	S09.tsv	1	1	0.05	-0.07	8	9.27	8.45	8.82	1000	FALSE	1	0	601
ENSG00000000144	S10.tsv	0.717628517077158	1	0.5	0.18	12	9.27	10.24	8.82	1000	FALSE	1	0	601
ENSG00000000144	S11.tsv	0.641146666744112	1	-0.36	-0.31	8	9.27	7.07	8.82	1000	FALSE	1	0	601.5
ENSG00000000144	S12.tsv	0.831563960133148	1	0.38	0.11	13	9.27	9.75	8.82	1000	FALSE	0	0	601
ENSG00000000144	S13.tsv	0.264742820729448	1	1.12	0.53	10	9.27	13.54	8.82	1000	FALSE	1	0	601
ENSG00000000144	S14.tsv	0.867608260720305	1	-0.16	-0.19	7	9.27	7.69	8.82	1000	FALSE	1	0	601
ENSG00000000144	S15.tsv	1	1	0.1	-0.05	9	9.27	8.62	8.82	1000	FALSE	1	0	601
ENSG00000000144	S16.tsv	0.982640353832014	1	0.27	0.05	11	9.27	9.28	8.82	1000	FALSE	1	0	601.5
ENSG00000000144	S17.tsv	0.582829354007535	1	-0.66	-0.48	4	9.27	6	8.82	1000	FALSE	0	0	601
ENSG00000000144	S18.tsv	0.733454052174235	1	0.58	0.23	7	9.27	10.74	8.82	1000	FALSE	0	0	601
ENSG00000000144	S19.tsv	0.0422071189019062	1	-2.92	-1.76	1	9.27	1.55	8.82	1000	FALSE	1	0	602
ENSG00000000144	S20.tsv	0.514472451707526	1	0.68	0.29	13	9.27	11.09	8.82	1000	FALSE	1	0	601
ENSG00000000144	S21.tsv	0.587656338121287	1	-0.5	-0.39	6	9.27	6.57	8.82	1000	FALSE	0	0	601
ENSG00000000144	S22.tsv	1	1	0.01	-0.1	6	9.27	8.27	8.82	1000	FALSE	1	0	601
ENSG00000000144	S23.tsv	0.743956136975232	1	0.54	0.21	8	9.27	10.52	8.82	1000	FALSE	1	0	601
ENSG00000000144	S24.tsv	0.75762414744293	1	0.55	0.21	7	9.27	10.6	8.82	1000	FALSE	1	0	601
ENSG00000000144	S25.tsv	0.609924065303853	1	0.6	0.24	12	9.27	10.72	8.82	1000	FALSE	1	0	601.5
ENSG00000000144	S26.tsv	0.207287332925203	1	1.15	0.55	12	9.27	13.64	8.82	1000	FALSE	1	0	601
ENSG00000000144	S27.tsv	0.754657297916204	1	0.49	0.18	10	9.27	10.24	8.82	1000	FALSE	1	0	601
ENSG00000000144	S28.tsv	0.191824579139268	1	0.97	0.45	20	9.27	12.41	8.82	1000	FALSE	1	0	601
ENSG00000000144	S29.tsv	0.0473599418182539	1	-2.11	-1.3	3	9.27	3.02	8.82	1000	FALSE	1	0	601.5
ENSG00000000144	S30.tsv	0.220641920787217	1	1.03	0.48	15	9.27	12.83	8.82	1000	FALSE	1	0	601
ENSG00000000145	S01.tsv	0.823459555100239	1	0.37	0.08	28	18.13	18.57	17.5	1000	FALSE	1	0	601
ENSG00000000145	S02.tsv	0.337905445916456	1	-1.19	-0.39	14	18.13	13.17	17.5	1000	FALSE	1	0	601.5
ENSG00000000145	S03.tsv	0.813598703753797	1	-0.31	-0.13	17	18.13	15.99	17.5	1000	FALSE	1	0	601
ENSG00000000145	S04.tsv	0.513373886207636	1	-0.78	-0.27	16	18.13	14.42	17.5	1000	FALSE	1	0	601
ENSG00000000145	S05.tsv	0.858914018029071	1	0.44	0.1	14	18.13	18.9	17.5	1000	FALSE	1	0	601
ENSG00000000145	S06.tsv	0.457896528674284	1	-0.75	-0.26	21	18.13	14.56	17.5	1000	FALSE	0	0	601
ENSG00000000145	S07.tsv	0.898173561075418	1	-0.21	-0.1	16	18.13	16.35	17.5	1000	FALSE	1	0	601.5
ENSG00000000145	S08.tsv	0.962333165167705	1	0.27	0.05	15	18.13	18.2	17.5	1000	FALSE	1	0	601.5
ENSG00000000145	S09.tsv	1	1	0.14	0	18	18.13	17.64	17.5	1000	FALSE	1	0	601
ENSG00000000145	S10.tsv	0.507477461145663	1	0.79	0.2	27	18.13	20.32	17.5	1000	FALSE	1	0	601
ENSG00000000145	S11.tsv	0.225014200533102	1	1.47	0.41	21	18.13	23.66	17.5	1000	FALSE	1	0	601.5
